-*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*-
Seq : 2 N:100
Mx:0.3377686,MEAN:0.3452515,MIN:0.3115234,MAX:0.4019775,Kurtosis:29.97087,Alteration:0.007202238,RANGE:0.0904541,ENERGY:11.92723,POWER:0.1192723,RMS:0.3453583,STD:0.00858754,Variance:7.374585e-05,SKEW:0.0002706239,SLOPE : -0.01843262
My:0.4822998,MEAN:0.464398,MIN:0.4628906,MAX:0.4946289,Kurtosis:20.03728,Alteration:-0.01940951,RANGE:0.03173828,ENERGY:21.56921,POWER:0.2156921,RMS:0.4644266,STD:0.005155935,Variance:2.658367e-05,SKEW:0.000110498,SLOPE : 0.01599121
Mz:0.02929688,MEAN:-0.07742304,MIN:-0.1090088,MAX:0.09362793,Kurtosis:21.08053,Alteration:-0.01940951,RANGE:0.2026367,ENERGY:0.6947458,POWER:0.006947458,RMS:0.08335141,STD:0.03087281,Variance:0.0009531304,SKEW:0.004241345,SLOPE : -0.06433105
-*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*-
Seq : 12 N:100
Ax:-0.2351074,MEAN:-0.1067236,MIN:-0.2351074,MAX:0.1654053,Kurtosis:17.31003,Alteration:0.1169434,RANGE:0.4005127,ENERGY:1.396016,POWER:0.01396016,RMS:0.1181531,STD:0.05069751,Variance:0.002570238,SKEW:0.009417243,SLOPE:-0.2976074
Ay:-0.3018799,MEAN:-0.0608948,MIN:-0.5402832,MAX:-0.01599121,Kurtosis:16.26339,Alteration:0.2677002,RANGE:0.524292,ENERGY:1.28877,POWER:0.0128877,RMS:0.113524,STD:0.09580984,Variance:0.009179525,SKEW:-0.03589329,SLOPE:-0.08605957
Az:0.7844238,MEAN:0.9583842,MIN:0.1276855,MAX:0.9952393,Kurtosis:23.53668,Alteration:0.2108143,RANGE:0.8675537,ENERGY:94.14774,POWER:0.9414774,RMS:0.9702976,STD:0.151582,Variance:0.02297711,SKEW:-0.1091565,SLOPE : -0.2071533
Gx:2.826233,MEAN:-13.32323,MIN:-19.76868,MAX:140.3247,Kurtosis:28.34229,Alteration:-22.59493,RANGE:160.0934,ENERGY:74143.13,POWER:741.4313,RMS:27.22924,STD:23.74706,Variance:563.9228,SKEW:2845.361,SLOPE : 7.499237
Gy:-6.198273,MEAN:39.77725,MIN:-23.49213,MAX:44.84589,Kurtosis:11.29897,Alteration:51.0442,RANGE:68.33802,ENERGY:178901.4,POWER:1789.014,RMS:42.29674,STD:14.38,Variance:206.7844,SKEW:-677.9929,SLOPE : -39.35791
Gz:12.7031,MEAN:10.49221,MIN:-39.2981,MAX:59.91913,Kurtosis:20.92611,Alteration:-0.5757036,RANGE:99.21722,ENERGY:19491.79,POWER:194.918,RMS:13.9613,STD:9.210397,Variance:84.83141,SKEW:-127.6409,SLOPE : 39.76166
Mx:0.3693848,MEAN:0.3454957,MIN:0.3115234,MAX:0.4019775,Kurtosis:26.29615,Alteration:-0.02441397,RANGE:0.0904541,ENERGY:11.94467,POWER:0.1194467,RMS:0.3456107,STD:0.008916983,Variance:7.95126e-05,SKEW:0.000275879,SLOPE : 0.03161621
My:0.4859619,MEAN:0.4646287,MIN:0.4628906,MAX:0.4946289,Kurtosis:16.74993,Alteration:-0.02307162,RANGE:0.03173828,ENERGY:21.5911,POWER:0.215911,RMS:0.4646622,STD:0.005579294,Variance:3.112853e-05,SKEW:0.0001194604,SLOPE : 0.003662109
Mz:-0.03442383,MEAN:-0.07692134,MIN:-0.1090088,MAX:0.09362793,Kurtosis:20.35245,Alteration:-0.02307162,RANGE:0.2026367,ENERGY:0.6887746,POWER:0.006887746,RMS:0.08299245,STD:0.03115853,Variance:0.0009708539,SKEW:0.004227251,SLOPE : -0.0637207
-*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*--*-
Seq : 13 N:100
Ax:-0.1982422,MEAN:-0.1075244,MIN:-0.2351074,MAX:0.1654053,Kurtosis:16.35485,Alteration:0.0800782,RANGE:0.4005127,ENERGY:1.421353,POWER:0.01421353,RMS:0.1192205,STD:0.051498,Variance:0.002652044,SKEW:0.009126277,SLOPE:0.03686523
Ay:-0.1298828,MEAN:-0.06185184,MIN:-0.5402832,MAX:-0.01599121,Kurtosis:16.12665,Alteration:0.09570312,RANGE:0.524292,ENERGY:1.304471,POWER:0.01304471,RMS:0.1142135,STD:0.09601597,Variance:0.009219066,SKEW:-0.03585093,SLOPE:0.1719971
Az:0.9262695,MEAN:0.9576945,MIN:0.1276855,MAX:0.9952393,Kurtosis:23.54418,Alteration:0.06896859,RANGE:0.8675537,ENERGY:94.01522,POWER:0.9401523,RMS:0.9696144,STD:0.1515698,Variance:0.02297342,SKEW:-0.1091741,SLOPE : 0.1418457
